,Unnamed: 0,date,username,content,label
17,113,2022-05-06 12:04:08+00:00,jkeungdan,@nikittiest Janji ga lonte?,0.0
18,61,2022-05-06 14:43:38+00:00,BangunRvc,@yenyenyeniii Sini saya g aku kocokin memek nya sampe croot kayak air mancur trus aku jaga pakek mulut aku tante biar masuk mulut aku pejuh nya tante,1.0
19,7,2022-05-06 15:30:33+00:00,tysaxvk,"aku jadi keinget omongan si aldi ""jangan liat orang dari covernya doang, dan jangan liat orang dari cara typing nya doang, karena cara bahagia seseorang itu beda' kata kita itu jelek ataupun alay tapi menurut dia itu bagus, jadi tolong hargai"" ðŸ˜¢ðŸ˜¢",0.0
20,163,2022-05-06 15:25:58+00:00,honkz_,"@rafsanyz Asu, wes nonton to we",0.0
21,17,2022-05-06 13:19:46+00:00,jungkccx,@jjhffyuno cuddle grepe grepe,0.0
22,297,2022-05-06 14:39:29+00:00,MeldiaWu,"cowok nanya ttg pydr, agak serem anjiir. dikira gue cewek open boðŸ˜­ðŸ˜’ðŸ¤¬ Goblok""",0.0
23,182,2022-05-06 15:24:37+00:00,scientizet,Yaelah asu gue kapan tenangnye,0.0
24,245,2022-05-06 15:10:46+00:00,kanjutkeito,@natsxeli ehhh atwu memperlakukan keito dengan baik kok https://t.co/0e2kpbeZz5,0.0
25,127,2022-05-06 15:15:53+00:00,aoiryugo,"lama lama males interact, MASA AK SETIAP INTERACT SUKA DICUEKIN. KONTOL EMANG",1.0
26,53,2022-05-06 13:38:40+00:00,mierthea78,"@Catatan_ali7 @jokowi @ganjarpranowo Mereka kok yang didukung manusia kek gini masih punya malu dan belaga bego Padahal mereka bisa menertibkan pendukung murahan kek gini""",0.0
27,213,2022-05-06 15:15:46+00:00,seokrakwoen,@srrkwon yang pose jelek ðŸ˜”â˜ðŸ»,0.0
28,125,2022-05-06 15:16:35+00:00,Lylyajah,"@volltia Kata temen aku, aku kurang gatel ... kata adek aku, aku kurang pro aktif :)))",0.0
29,125,2022-05-06 15:21:32+00:00,KHtey_,jelek bngt bmnya pas jam segini,0.0
30,127,2022-05-06 10:56:12+00:00,OppoBar56862503,"Motor gua sport tapi gak ada noda perzinaan di belakang,lha elo motor murahan udah bau2 noda dosa...ðŸ¤£ðŸ˜‚..canda dosa(slebew)",1.0
31,78,2022-05-06 12:16:43+00:00,Dedy48188074,@yohanadessy70 Bulu jembut nya pasti gondrong ðŸ¤¤ðŸ˜ðŸ˜,1.0
32,70,2022-05-06 12:40:39+00:00,warkopaba,@pemabokk jembut,1.0
33,283,2022-05-05 23:21:30+00:00,SalepBool,@PasukanPawkemon Dikasih makannya apa ka ? Warna orennya jadi lebih pekat yah,0.0
34,124,2022-05-06 05:49:36+00:00,stay4eva_,hyunjin rambut item cakep banget,0.0
35,214,2022-05-06 12:14:26+00:00,Dedy48188074,@ses_578 @pon_552 Memek gurih ðŸ¤¤â¤ï¸â¤ï¸,1.0
36,198,2022-05-06 06:00:35+00:00,SalepBool,@itbfess 18jt setahun apa gimana,0.0
37,76,2022-05-06 14:28:53+00:00,DiankTaka2,@tantev3nunung Habis cuci memek,0.0
38,8,2022-05-06 15:28:21+00:00,raewrnica,"@tanyakanrl Lawak lu nder ngapain jg masih lu ladenin, goblok",0.0
39,197,2022-05-06 09:14:02+00:00,akuinaeee,"Abis makan dikasih lagi Wkwkw. Inget ya anjing gaboleh modus jalur duit  gua bukan lonte maap wkwkwk https://t.co/B102uTecnv""",0.0
40,17,2022-05-06 15:46:09+00:00,rndmpeo_,@rskyrmndni semut gatel,0.0
41,86,2022-05-06 12:39:33+00:00,Julian303,"@WagimanDeep212_ jiah ... langsung para buzzer recehnya menyambut dengan riang di komennya masih di ranah pencitraan murahan tetap miskin Narasi ... kalau berkuasa akan di kendalikan oligarki""",0.0
42,230,2022-05-06 14:44:47+00:00,dewiwachyuni_22,Duh gimanaaa.. asli gatel banget ini tangan wkwkwk,0.0
43,241,2022-05-06 15:13:50+00:00,myladiesa,@cchszz @shinelio1 @louvmaii_ @trueliveriess @vannieden avaku jelek bgtâ€¦..mbek,0.0
44,13,2022-05-06 15:46:37+00:00,NabilaFahma1,@Sergeanttttt ðŸ™‚ hyyh garai gatel ae pengen melok perbadutan. Pdhl niat e pengen biasa ae drop teaser MV streaming vote mari. Tp iki hyyh y ga iso dianggurin ygy,0.0
45,2,2022-05-06 15:25:30+00:00,HanumSana,@DS_yantie Ini jidat item banget ya..,0.0
46,89,2022-05-06 15:23:23+00:00,naega_hoshii,Apa gue harus ngomong kontol? https://t.co/m1GY0HDs2e,0.0
47,223,2022-05-06 14:46:47+00:00,oizyslair,@xcoffeegurl yahhh kecepetan -.- 4hariannn baru keramas pake condi aja dulu kalo berasa udah gatel kotor baru pake shampoo terus sama condinya yang ada keratinnya punya pentine atau treseme,0.0
48,137,2022-05-06 08:52:53+00:00,AdipatiMenek,"Jembut kecelup santen,menawi luput nyuwun ngapuntenðŸ™",1.0
49,200,2022-05-05 17:29:31+00:00,futtyduty,"Yep, dulu jaman SD gue kan gemuk banget, item, dekil pula. Pas msk SMP gue dibully sama satu anak cowo, trs gue lupa ngomong apa yang mungkin nusuk di dia. Dianya sampe bilang ""anjir omongan lo nylekit banget"" ðŸ™‚ https://t.co/9hAMX86mD7",0.0
50,183,2022-05-05 22:44:31+00:00,sashahongstar,"@ismailfahmi herannya kenapa orgÂ² hati nya pada item banget, sabar om.",0.0
51,81,2022-05-06 15:25:56+00:00,BangunRvc,@Bella_394 Ceper sayang jepit nih kontol aku,1.0
52,144,2022-05-06 13:22:50+00:00,Aal10815077,@DA198880 @Miaomiaoya1997 Memek becek vc,1.0
53,142,2022-05-06 15:11:16+00:00,sotoayammmmmm,"Sg lanang gatel, sg wedok gateli. Pas jane, serasi. https://t.co/iJ7JmBITVb",0.0
54,187,2022-05-06 12:41:55+00:00,RP_FAMOUS_2014,"BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1.0
55,78,2022-05-06 14:27:44+00:00,punyajica,"@babynyaajel Panas, kontol aku keenakan jadinya didalem memek kamu",1.0
56,183,2022-05-06 14:56:43+00:00,tkpeluk,@wdollyie EMG GOBLOK,0.0
57,278,2022-05-06 15:18:00+00:00,theoverm,Ini si bayu asu emang,0.0
58,46,2022-05-06 13:08:01+00:00,thismaaudy,"@OOTDFESS inii gambar nya ga sebagus aslinya, ini kalo kena air gampang di lap, awet terus ringan banget, sbnrnya sendal cowo tapi di cewe cocok"" aja kok trs warna nya yg item bagus https://t.co/hOnRYJLRRt",0.0
59,122,2022-05-06 11:44:06+00:00,uarmydott,heh lonte! u pikir i gatau kalo u sering ngatain di sec acc? LOL,1.0
60,234,2022-05-05 14:18:12+00:00,ungguw,Ngga jelas banget username ungu tapi ava layout item,0.0
61,46,2022-05-06 15:36:11+00:00,entodnih,@ininares ye kontol,1.0
62,175,2022-05-06 15:00:32+00:00,wooctea,"@convomf Punya alergi dingin. Kalo suhu lagi dingin banget badanku jd bentol"" gatel gitu terutama tangan sama kaki Sama kalo lagi stress  di punggungku bakal muncul ruam"""" merah dan gatel. Tapi kalo stressnya udah reda gatelnya juga reda ðŸ¥²""",0.0
63,107,2022-05-06 11:48:05+00:00,kyexcll,@_nireonenada Iya gue juga setuju ama pemikiran harit kalo dia itu murahan,1.0
64,73,2022-05-06 13:22:32+00:00,Eni10312019,"@ChusnulCh__ Buzzer ank lonte @ChusnulCh__ yg buat perpecahan, ank gampangan itu sprti @ChusnulCh__ maknya si batangan @ChusnulCh__ ank haram ðŸ¤£ðŸ¤£ðŸ¤£",1.0
65,111,2022-05-06 12:05:05+00:00,TeknoCell17,"@AbimanyuWay @bos_sir @msaid_didu @Mdy_Asmara1701 @marlina_idha @Mrs_RG57 @AniesIndonesia @anies_id @aniesmania Gerombolan Pemakan TAI, PENGECUT, BANCI KALENG, ini main copot Baliho sama kayak LONTE",1.0
66,21,2022-05-06 15:39:25+00:00,ShafaAidila3,"asu,asu,asu,asu,dan,asu",0.0
67,137,2022-05-06 04:53:54+00:00,eyesfairys,"@mlbbfess Bisa nder, intinya beli full item roam sama defense. Terus emblemnya full defense sama vitality juga, kalian bisa tuh keroyokin karena Karina ngaruh banget ke ultinya. Intinya beli item buat counter demage magicalnya Karina.",0.0
68,13,2022-05-06 14:55:55+00:00,EngeneJajan,geneask? hee soljack yang baju item termasuk yang rare banget gak sih?,0.0
69,184,2022-05-06 06:28:34+00:00,blowgoodjob,@BbangkitB @aguspy_ @falla_adinda Yaudah sih emang udh dari dulu gitu,0.0
70,102,2022-05-06 12:20:03+00:00,abcdasarbacot_,"Mau tau yg lebih najis dri air liur ðŸ¶ Perek lonte murahan yg mau aja jd selingkuhann.""",0.0
71,100,2022-05-06 15:31:32+00:00,katsukipunch,asu gua mentang mentang udh ga puasa balik lagi anjeng,0.0
72,145,2022-05-06 10:14:05+00:00,Hecxion,"@Hanjio iya kan berkelas, saya gamau keliatan murahan cih",0.0
73,37,2022-05-06 11:20:46+00:00,kairedlei,kangmas kinan: n-neoguri chan.. a-adek yakin? kangmas mainnya kasar loh dek.. [grepe-grepe neoguri chan],0.0
74,275,2022-05-06 14:30:39+00:00,Sthead_fuck,@favoslutgurl Apa gak gatel,0.0
75,42,2022-05-06 15:36:33+00:00,shawtynobu,bacot lo kontol https://t.co/SLjzpNgaW6,1.0
76,210,2022-05-06 06:58:16+00:00,fuckingchenn,abis jumatan panas bet gela https://t.co/Vkv4bMItCl,0.0
77,139,2022-05-06 15:13:40+00:00,swightlyce,"apasi kontol unfoll mulu, kalo gk mau mutualan ya jangan follow dari awal. bub aja kek, gue bukan fans lo ye !!",1.0
78,101,2022-05-06 12:25:04+00:00,MappaturungF,@KinsNatali bcot kau lonte,1.0
79,295,2022-05-06 15:10:22+00:00,simjypsh,ig gue jelek bgt deh,0.0
80,129,2022-05-06 13:41:56+00:00,samriyadi4,@yenyenyeniii @desiaaputri Tante jepetinan memek tante sepertinya masih seperti yg muda say zakar aku pinggin bertamu tante,1.0
81,25,2022-05-06 15:25:26+00:00,Dolan_Wae,"@winson_stu @RANGERmounts Ealah per, per, goblok kamu",0.0
82,268,2022-05-06 14:44:53+00:00,lovingpear,Ya alhasil temen gue itu diserang. Cuk pdhl dia yg bikin parodi dan gue itu termasuk membernya tp dia kabur gtu aja anjirrrr?? Semuanya diserang termasuk gue. Ok ini dlu goblok banget sih gue msa hbis kejadian itu gue ngide klo yg parodiin muse itu udh keluar trus gnti orng lgi.,0.0
83,134,2022-05-06 15:04:49+00:00,Sugiyan36298711,"@kurawa Halah cebong2 sadar diri km udah salah,kalah goblok lagi wis gek modiaro wae",0.0
84,87,2022-05-06 15:24:33+00:00,vyndagnir,@yunjinsonlygf KENAPA JELEKðŸ˜­ðŸ˜­,0.0
85,84,2022-05-06 02:52:44+00:00,gatcyoo,Grepe-grepe itu apa gak termasuk dosa? ðŸ˜­ðŸ˜­ https://t.co/h4C4jOsgfE,0.0
86,266,2022-05-06 14:45:23+00:00,adi_jun07,"@_MbakSri_ Mantap salut buat pak SobaryðŸ‘ðŸ‘ðŸ‘terimakasih pak atas pencerahannya dgn begitu, maka rakyat indonesia semakin tahu dan faham siapa anies sebenarnya,tak lebih dari seorang yang goblok tapi ambisius",0.0
87,276,2022-05-05 10:52:28+00:00,arneraaz,@marktyrll Ya Allah item banget kay..,0.0
88,116,2022-05-06 15:19:06+00:00,sparksxcco,GATEL BGT PENGEN GANTI AVA,0.0
89,33,2022-05-06 15:04:52+00:00,xiaaayoouu,"pernah gak ngewe gak pakai kondom terus crot dalam memek? Gak pernah :)""",0.0
90,245,2022-05-06 15:13:34+00:00,mgee_i,"@nctzhalu Nder aku juga dulu iri, tapi udah ngga karena sadar aku ga ada bakat disana. Even my handwriting pun jelek banget anjerrr Udah ga iri karena nyoba tonjolin hal lain di karya sendiri  entah itu alur atau apapun""",0.0
91,33,2022-05-06 14:33:13+00:00,vazaracore,"bodoamat gue masih marah besar buat org yg ngata2in Garam cantik modal rumor mentah dan kemakan lawakan murahan anak SMA yg sirik sama Garam. #WeLoveYouGaram #JusticefForGaram https://t.co/Y9JQMulLqt""",0.0
92,286,2022-05-06 15:11:04+00:00,lesbradar,sumpah mood gue jelek bgt asu,0.0
93,15,2022-05-06 14:48:30+00:00,vltchz,@tubbirfess Anjing kontol memek jembut asu kabeh jancok bajingan tenan kon,1.0
94,224,2022-05-06 14:46:43+00:00,riineffable,"Kalo mata aku udah ikutan gatel, ini berarti emang udah puncak bgt kumatnya tolong mau minum obat tapi besok ada acara nanti aku ngantuk hiks sedih harus gimana :((",0.0
95,115,2022-05-06 15:19:09+00:00,wicisliterli,@PemilikModal gatell gitu perih tp gatel nya kyk biduran,0.0
96,124,2022-05-06 13:49:08+00:00,samriyadi4,@salsaacahya Sayang aku kontol nya besar bukain dong memek nya biar zakar aku bertamu sayang sambil crot basah say,1.0
97,20,2022-05-06 15:40:49+00:00,yourleoboy12,kaga butuh gw sama lu semua kontol,1.0
98,88,2022-05-06 02:07:51+00:00,fkbyunos,D.O bilang ngga ada yg mau tidur sama Baekhyun karena dia itu â€˜nakalâ€™ - iye emang gua kan tukang grepe-grepe wks,0.0
99,45,2022-05-06 13:08:11+00:00,kyoongie48,"outfit item, rambutnya begitu, main sama kucing lagi akhh tolong banget inimah https://t.co/Z2FHaYCXfW",0.0
100,83,2022-05-06 15:25:07+00:00,nenenganyu,"@November_4_6 tbh activision ama sony lumayan 50/50, banyak yg jelek ama banyak juga yg bagus mereka, kalo CDPR ama Bethesda paling ga cuma 1/2 yg jele lah",0.0
101,218,2022-05-06 14:52:48+00:00,m_ilhamsetiadi,"@lilaccountz Nggak setuju sama twittny miw ga masalah dah, tapi kalau sampe goblok-goblokin dan anjing-anjingin orang di twitter yg bahkan ga dikenal di real life, kita jadi tau kualitas dia sebenernya yg mana kemungkinan kalau mau adu kepintaran dgn miw,",0.0
102,143,2022-05-06 08:29:48+00:00,wes_sakarepmuae,"@sbyfess Jembut, ndolek 1 ae angele gak karuan",1.0
103,72,2022-05-06 11:22:31+00:00,moniqreads,"@ohmybeautybank Ini kak, progressnya memang lembat tapi ampuh :) trus ada kandungan licorice, ga ngebikin bekas jerawatnya item banget https://t.co/hjtUGHFVLd",0.0
104,116,2022-05-06 12:00:20+00:00,Mahesam77176079,Lonte murah siap order https://t.co/RZYr2ncNEI,1.0
105,77,2022-05-06 12:16:58+00:00,auxiliaries_,"@kostanalter Yg jembut ny rapi. Klo mau bersih ya yg d waxing sekalian, bkn d shave pke cukuran tp masih ketinggalan tipis2. Atau d trim yg rapi jg oke. Dan yg gk bau",0.0
106,251,2022-05-06 04:57:28+00:00,DewiEM13,@RonnyYulianto7 Rangkul.....rangkuul....memang sy perempuan murahan ??? main rangkul ajjaaahâ˜¹ðŸ˜,0.0
107,49,2022-05-06 15:20:31+00:00,CHANYEOLxJJK,Goblok goblok,0.0
108,9,2022-05-06 15:30:27+00:00,231Xi,cowo jelek ni makin diliat-liat makin ga keliatan,0.0
109,284,2022-05-04 10:18:26+00:00,uzumakijelio,@sungjakefess grepe dikit ðŸ¤—,1.0
110,203,2022-05-06 07:18:42+00:00,gapapala,"lo kira gw ninggalin cowo yang selingkuh itu karena gw gamau disakitin?, ngga anjing, gw malu punya cowo murahanðŸ˜­",0.0
111,232,2022-05-06 15:14:40+00:00,liziast,kadang kalo org lg marah bgt terus bilang k wotd emg satisfying bgt sih kedengerannya cm jelek bgt anjir nyebut jenis kelamin tuh even buat meluapkan kekesalan aja gue masih ogah https://t.co/60c26RGpUh,0.0
112,149,2022-05-06 15:19:47+00:00,tulisanakula,@nishdinoya JANGAN JELEK NANTI NANGIS,0.0
113,102,2022-05-06 09:39:51+00:00,moinolog,"Sosoan banget temen gue besok ngadain private party perpisahan make dress code item, untung dressku masih muatðŸ˜®â€ðŸ’¨ https://t.co/w00CgDMDCC",0.0
114,79,2022-05-06 12:49:32+00:00,thepzcheq,"@Sobat_Anies Kalau soal CINA itu Issue Murahan dan RASIS, bukan ???",0.0
115,69,2022-05-06 15:33:19+00:00,zeyunforsale,gatel bgt tangan pengen wts in https://t.co/B2KEvKbXQB,0.0
116,38,2022-05-06 13:24:42+00:00,nsingning,@llizeu FRESH BANGET RAMBUT ITEM.,0.0
117,262,2022-05-06 15:06:48+00:00,SuryadiGatot,@Celestialgalah1 @iamJackthe @JenderalTaik @Juragann_muda2 @YogaAdrianyoga6 @__anomali__ @hlh_kntl @AbulKhaulah @Verbum_Ang @MusuhDajjal10 @discround_ @reanalalaland @mamang_opik @Ruth_Djojoning @Hayuningrat7 @AremaNita__ hadis yesus muehehe https://t.co/,0.0
118,134,2022-05-06 15:13:45+00:00,haechaniemy,"@ayubsr Beberapa hal emang kita g hrs tau, but g penting jg tpi gatel bgt pengen tauðŸ˜‚",0.0
119,20,2022-05-06 15:29:17+00:00,Alunanadasapta,@fikriarsh_ @Vo9elscheuche @4o4NotFovnd @MafiaWasit Tpi rio jelek banget kualitasnya,0.0
120,264,2022-05-06 14:32:56+00:00,eri_huka,"@bayu_joo Serumah sakit batuk semua, tenggorokan pada gatel",0.0
121,188,2022-05-05 21:34:27+00:00,strijdbaar_,Seger banget bangun jam segini,0.0
122,255,2022-05-06 04:47:06+00:00,kookscollection,mending beli yg ktown apa wv ya? klo pobnya cakep pgnn tp murahan ktown SKSKSKSK,0.0
123,141,2022-05-06 11:02:10+00:00,lovingcrust,@ragageni44 Aahhh enak banget ahh aahhhhh enak banget kontol om om aahhhh terusin om entotin terus memek lonte jilbab ini sampe puas om ssshhhh keluarin di dalem biar jadi anak om aaghhhhh uhhhhh,1.0
124,38,2022-05-06 15:39:39+00:00,dongmin9730,@mnbnie_ gatel pengen bnerin rmbutnyaðŸ˜­,0.0
125,242,2022-05-06 05:35:01+00:00,Rasambahyar1,@LeeInung @Nirmala_0106 @jokowi ga usah mnylhkn pilihan &amp,0.0
126,166,2022-05-06 15:18:21+00:00,zhgven,Adalah aku ngomel dick pic lelaki jelek jelek. https://t.co/dxNkFoCdUh,0.0
127,77,2022-05-06 12:52:36+00:00,01forreal,"@zhandi_gustav @CeciliaElba2 dikira smua org gampang banget dihasutðŸ¤£ðŸ¤£ pikiran mereka paling, lu siapa? ngapain gitu harus percaya sama lu omongan murahan tidak berbobotðŸ’©",0.0
128,256,2022-05-06 07:19:59+00:00,m4t4merah,@Tan_Mar3M Presiden Bokep. Buzzernya lonte ama mucikari... Plus bencong,1.0
129,18,2022-05-06 13:17:56+00:00,SaIazzar,@ilsahengker GREPE AKWKAKAKAK,1.0
130,12,2022-05-06 13:36:45+00:00,gujnes,@euranuse ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤— /grepe km https://t.co/jL9bDSp12p,0.0
131,256,2022-05-06 14:35:15+00:00,chateukun,si karin mekinya gatel kali ya gabisa jomblo bgt anaknya,
132,121,2022-05-05 13:00:06+00:00,Wijar12100975,@SusiSaru Mau di grepe ga,1.0
133,218,2022-05-05 15:39:33+00:00,caldcifer,"@FOOD_FESS item banget kuahnya nder, jadi oengen",0.0
134,252,2022-05-06 14:36:12+00:00,tinkerkia,gatel,0.0
135,260,2022-05-06 11:20:55+00:00,Walskeee,Memek mana lagi il https://t.co/hdRhJ3486p,0.0
136,277,2022-05-06 15:11:29+00:00,rraixxaa,@ohgawatt Jelek kali wifinya dasar anak senja,0.0
137,133,2022-05-06 08:56:33+00:00,geminimu_,Habis potong jembut geli sndri liat nya. Kok botak,0.0
138,142,2022-05-06 15:27:47+00:00,rajasgrh,"@vaecso FAKK, PACAR GUA KULL BET",0.0
139,91,2022-05-06 15:23:10+00:00,riki29643676,@dewilulu_4 sini tuan tampar pake kontol,1.0
140,171,2022-05-06 07:07:54+00:00,Midnaire,@meteorkebun Jembut rebonding,1.0
141,62,2022-05-06 13:43:18+00:00,bellaayish,Lonte,1.0
142,160,2022-05-06 09:44:10+00:00,Ramos93493393,@Helmi_Felis Cari simpati wong cilik jateng. Pdhal itu petugas pdip. Presiden kita juga. sandiwara murahan ala pucuk2 pimpinan pdip. Masinton serang lbp..puan hajar ganjar...serang kebijakan presiden sayabgnya ngak ðŸ˜‚ analisa org awam. Biar reputasinya ,0.0
143,214,2022-05-05 15:53:32+00:00,syahda_tan,@nurdinaislam Sama iyo juga bilang kuah basonya dina item banget :( pake kuah apa tuh ðŸ˜­,0.0
144,89,2022-05-06 15:12:12+00:00,sutasona_,@avajitz @QueenEllenNFT Done https://t.co/7iV9399XO6,0.0
145,87,2022-05-06 10:36:03+00:00,Iove__joy,"@luvkanggun @eunbhwang Seneng banget ga pake item atau putih, puas banget, eunbinnya cantik bangett",0.0
146,97,2022-05-06 15:23:37+00:00,yeonjunbumbum,@Eternallyeonie jelek banget pisah2 gitu :â€ carat apa ga bingung ya nontonin svt diapit tubatu kaya gini ðŸ¥²,0.0
147,268,2022-05-06 15:11:48+00:00,rsoseo,@httpmirae mau debut di akun tiktok jelek,0.0
148,96,2022-05-06 15:31:55+00:00,cawicak,mau maraaahhh aaaaaaaaa asu,0.0
149,16,2022-05-06 15:02:42+00:00,RicedAnus,@triisudrajat1 lonte,1.0
150,247,2022-05-06 11:41:54+00:00,RP_FAMOUS_2014,"BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 36",1.0
151,49,2022-05-06 13:00:47+00:00,iuszboat,@rbrbszsz Scene kedua ini kek resepsi nikahan mereka wkwkðŸ˜­ðŸ˜­ ketawa ketiwi td pas nuansa item kek akad nikah serius banget bawaannyaðŸ˜‚,0.0
152,125,2022-05-06 11:39:05+00:00,_PR0T0N,@menuangi yassss we support lonte behaviorðŸ’…,0.0
153,91,2022-05-06 10:24:03+00:00,arstnvbs,"@nctrousel Kasus"" seperti ini harus teliti banget, terUtama bagi Penjual, dg barang harga mahal jgn packing asal. Kalo dilihat bentuk paketnya itu mudah banget di bobol, Apalagi warna item dn plastik sngt mudah. Hrusnya pake kayu jg &amp",0.0
154,33,2022-05-06 15:37:19+00:00,sluttybroccoly,@rrobiecon @lickdck KONTOL,1.0
155,236,2022-05-06 03:10:27+00:00,dmwsdq,@fww_wisnu Turuk bintul feat kupat jembut wkwkwk,0.0
156,176,2022-05-06 08:54:58+00:00,rariiid,"@ohmybeautybank hadalabo nder, bagus mana murah tapi ga murahan ðŸ’…ðŸ¥¹",0.0
157,264,2022-05-05 12:23:19+00:00,ftrnnisa,"tangan aku kok item banget yaaðŸ˜­ keseringan bawa motor siang bolong siðŸ¥²""",0.0
158,233,2022-05-06 11:56:00+00:00,pixyge,"@alter18base lama lho aku liat ini, pengen mastiin ini beneran memek atau bibir orang ðŸ¤£",0.0
159,46,2022-05-06 13:46:28+00:00,bbasiyo,3-0 â€¦jembut skaleee,1.0
160,99,2022-05-06 15:10:59+00:00,FHadaina,"hari ini diminta bos meeting ama itu manusia dia bilang â€œkalo ada masukan sampaikan aja tahâ€ tai anjing dah berkali2 kukasih masukan juga ga di gubris goblok situ  kalo gada niatan berubah gausah sok2an minta masukan babi. lagian mana ada 50pcs sehari jadi jancok""",0.0
161,179,2022-05-06 00:18:26+00:00,agstn_retno,@itsme_viia @smellslikebaby @ohmybeautybank Sama banget kusem item poll jadinya,0.0
162,212,2022-05-06 14:50:05+00:00,fiyaaaniii,"@aeribase Ga pernah nder, keknya gua krang gatel ke baekhyun ðŸ˜­",0.0
163,18,2022-05-06 14:47:13+00:00,wildrose2705,"Jembut, move on jalur ilfeel",1.0
164,236,2022-05-06 14:42:42+00:00,donjour_,@favoslutgurl selamat menikmati gatel gatel gimana gitu,0.0
165,119,2022-05-06 11:48:06+00:00,giibsn,"@chocoooolatteee @mikalodon ooh bisa dipake juga lu yaa, hijab lu tameng doang ngelindungin imagenya ya lonte",1.0
166,55,2022-05-06 13:55:18+00:00,Ardian90593511,@SangRembulan24 Lonte bngst,1.0
167,232,2022-05-06 08:10:51+00:00,Bryyy89115335,@bundayulia69 Lonte kau,1.0
168,36,2022-05-06 15:39:49+00:00,minniewonder,"harusnya hari ini jadwal keramas, tp ga gue jalanin karena bsk berenang. eh taunya dapet kan.. trus gue mikirnya yaudah deh besok aja keramasnya makin lama kulit kepala gue makin panas dan gatel bgt akhirnya gue keramas.. di wastafel..""",0.0
169,65,2022-05-06 13:16:15+00:00,yoongurlll,"setiap ada cowo ngedeketin km bukan cewe murahan y dik"""" pantesan jombloðŸ™‡  plis sesekali boleh dong mempertaruhkan hargadiri buat cofess (tapi gabisa anjir aku gengsi takutnya dianya gada rasa terus jadi ilfeel dan lose contact:((""",0.0
170,289,2022-05-06 05:59:18+00:00,Muratca26978122,@Bokep_Lonte_18 Offf sÃ¼peeeeer muuuuuuaah,0.0
171,264,2022-05-06 03:59:47+00:00,akun_kangkung,punya twitter sama facebook cuma bwt ajang eksis2 aja ! semua cowok lu ajak jalan! dasar cewek murahan !!,1.0
