;date;username;content
21;2022-05-06 14:56:30+00:00;incoeherent;Kenapa sih anjing cowok gagah perkasa jadi lonte terus sifatnya jauh dari tuhan kek kenapaaaa njing kenapaaaa
22;2022-05-06 14:56:29+00:00;matchaseulgi;@rryeeay Sewa lonte
23;2022-05-06 14:55:26+00:00;earthyhermit;"susah ye emang punya muka lonte yang deketin cuma pengen ngewe huft kalo ga ya palingan dikira lonte"""
24;2022-05-06 14:50:03+00:00;triisudrajat1;wanda anjeng , mampus kau lonte
25;2022-05-06 14:49:06+00:00;creampie_99;@Free_4Palestine @RestyCaayah Tereak2 PKI, 4 jari nunjuk diri sendiri apalagi sejak Si Jumbo penggemar Lonte masuk BUI udah jarang tuch kibar2 bakar2 bendera PKI. Hidup RestyCaayah Kadrun Burik Kerak Daki Pantat Selangkangan
26;2022-05-06 14:48:54+00:00;psychokomi;@pleasewoofme Lonte teriak lonte
27;2022-05-06 14:48:35+00:00;Ciptaningtyasd_;Selain penipu kelas kakap, lonte kelas kakap juga doi🤣🤣🤣
28;2022-05-06 14:48:30+00:00;Eeriedonkey;Bumset fandom lonte hasil operasi vs gundik higher ups https://t.co/68wv5rns9H
29;2022-05-06 14:48:24+00:00;BeomCher_vi;@taeheeshua Chi lu yg ga stan aja emosi lah gimana gue yg stan, sakit hati bgt anjir pada ngatain karma soumu lah sampe makasih ke garam karna bikin soumu kena karma, trus ngatain lonte lah dahal dia masih minor, trus bilang garam tipe nya bang pd makanya
30;2022-05-06 14:48:02+00:00;naviteh;@Askrlfess jijik lonte
31;2022-05-06 14:45:51+00:00;MeAscella;@cuckold_lonte Permisi admin. Tolong fotonya dihapus! Anda ga ada izin buat post foto yang uda lama aku hapus!! Dan anda publish kembali.
32;2022-05-06 14:45:37+00:00;ssoobunnys;dih, pikmi lo lonte https://t.co/aUYQjzu3Lc
33;2022-05-06 14:42:26+00:00;dianjayy;@tartageto GW BUKAN LONTE AJG WALAU
34;2022-05-06 14:40:41+00:00;jembcuy;udahla typo, salah emot pula. tolol banget lonte satu ini
35;2022-05-06 14:36:32+00:00;PenikmatColi16;@Lolita_hyper @the_ntil apalagi hijab berjiwa lonte yang selalu ingin dipuaskan oleh sentuhan, jilatan, dan sodokan lelaki
36;2022-05-06 14:35:56+00:00;torenbusan;mau bikin award sendiri buat diri sendiri yaitu LOTM alias legowo of the month (bukan lonte of the month y)
37;2022-05-06 14:28:24+00:00;yqlvhc;@evgnee @Unsoedfess1963 lonte semeno larang nang parkir
38;2022-05-06 14:25:58+00:00;novembergrays;@ningjhuo Ikut bangga gue, good luck on your lonte journey 👍 Kapan kita minum-minum?
39;2022-05-06 14:25:55+00:00;_valino15;@VIVAcoid Namanya lonte ya bisa lah sampe 8 ronde (mgkn beda2 orangnya)
40;2022-05-06 14:23:46+00:00;sangpencerah27;@buset77oye @Maya83206301 @jokowi Heheheh Kadrun Kadrun 😂🤣😂 stres yaa gak bisa nunjukin prestasi wan aibon, ciyee fotonya presiden yg katanya islami tapi yg lagi dekat sama Israel 😂🤣😂, jujungan Islam bahasanya anak lonte
41;2022-05-06 14:18:06+00:00;riyanpellorrr;@ealahbrooo lonte aja terus
42;2022-05-06 14:17:34+00:00;hot5_moms;"Sy emg ngajak perang SM Mantan suami. Foto Ank sy sengaja gk di blur biar'in keluarga ny tau... Ibu ny berjuang jdi lonte. Dia Enak2 ngelupain bahwa dia punya Anak."""
43;2022-05-06 14:14:53+00:00;Kandar85939000;@cinta_naura69 🙈🙈 https://t.co/jCT2YRs3I5
44;2022-05-06 14:14:01+00:00;Free_wafi_;"""@anxxlv YADUUHH.. ANI-ANI NGGAK TUHHH!!!?? 😀😆😆😆 Gua sih ngerti cuma bagian """"mending beli sate  ketimbang bi kambing nya"""". itu kayak istilah """"mending beli lonte aja lah daripada nikah"""".. gitu kali ya?? apa bukan? 😀😝"""
45;2022-05-06 14:11:22+00:00;uni_asik;@jakpoes @arya_goenawan @faletalimalo @NantauSe @ekowboy2 Hahaaahaa ada tukang BO LONTE ketauan... 🤣🤣🤣
46;2022-05-06 14:10:31+00:00;orecae;@cigarettesaftrx @moonareas @konsoultasi @tgiway @spotipav alay, jamet, emosian, pundungan, berisik, sangean, bandar lonte, alay
47;2022-05-06 14:08:49+00:00;jakpoes;@uni_asik @arya_goenawan @faletalimalo @NantauSe @ekowboy2 Jiaaaah ada lonte kegeeran wkwkwkwkwk 🤣🤣🤣🤣
48;2022-05-06 14:07:35+00:00;zainuri4_zain;@cinta_naura69 Miring
49;2022-05-06 14:07:00+00:00;uni_asik;@jakpoes @arya_goenawan @faletalimalo @NantauSe @ekowboy2 🤣🤣🤣 kesian BINI LOE..otak loe isinya BANYAK LONTE... PINGIN MASUKKIN KONTI CIMUT LOE KE LONTE2... 🤣🤣🤣
50;2022-05-06 14:06:35+00:00;lovingsenjuu;@rorronowa onlyfans aja dulu li, jangan langsung lonte
51;2022-05-06 14:06:35+00:00;janchoux;@prerichwoman DUUUHHHHHH SI LONTE HARUS BACA INI
52;2022-05-06 14:00:27+00:00;uni_asik;@jakpoes @arya_goenawan @faletalimalo @NantauSe @ekowboy2 Kasian bini loe... Punya suami msh pikiran mikir LONTE...
53;2022-05-06 13:57:49+00:00;duhaduhudeh;@fitrarahadianTS jancok kon, npo to urus uripe wong. lonte
54;2022-05-06 13:57:01+00:00;andikamalreza;"Dulu di belakang sekolah, ada lapangan kosong yg sempat jadi tempat orang buang sampah sembarangan (dari RW lain juga buang situ). Kemudian diberi papan peringatan: """"yang buang sampah di sini  emaknya lonte""""  minggu depan &amp Kudu dicontoh Pemda. https://t.co/kaP4K1qfPc"""
55;2022-05-06 13:55:18+00:00;Ardian90593511;@SangRembulan24 Lonte bngst
56;2022-05-06 13:52:59+00:00;janchoux;@klniin najis bgt si lonte
57;2022-05-06 13:51:17+00:00;andikaripra;@rahayusalma @sundastruggle @hatihatidjln tami si lonte biadab gaada harga diri gaada suit perek biadab laknat haram jadahh cuih
58;2022-05-06 13:50:32+00:00;handrosst82;@KompasTV Ulah jin lonte itu
59;2022-05-06 13:48:36+00:00;fucblabbermouth;@toocyo We are lonte, lonely teenager hikd
60;2022-05-06 13:44:32+00:00;taebyx;@taevdilf Dah punya lonte 🥺
61;2022-05-06 13:43:38+00:00;91_vibes;@tryinhide baru tau singkatan lonte ternyata itu
62;2022-05-06 13:43:18+00:00;bellaayish;Lonte
63;2022-05-06 13:43:06+00:00;GlentLim;@martha65__ @IwanAbuAbdullah @raviopatra Hayo bantah pernyataan gw kalau lu bisa banci! Ortu lu kaya apa sih kok ngelahirinnya sampah pengecut kaya gini? Lonte terminal ya
64;2022-05-06 13:42:19+00:00;althafMu;@fahtirxx @FantasticSleman Mak lu lonte
65;2022-05-06 13:42:07+00:00;althafMu;@fahtirxx @The_red_devil21 @jauhann_ Mak lu lonte banyak bacod tolol
66;2022-05-06 13:38:22+00:00;KDongho__95;@RPYARENA cari kesayangan bukan lonte nih wkwk
67;2022-05-06 13:34:34+00:00;SuaSunbaenim;@rilakkumajiu_ Kek lonte sih
68;2022-05-06 13:32:58+00:00;zenstrive;@myputun @wasta_abdi Menjilat lonte
69;2022-05-06 13:32:09+00:00;Alesyablinx;"""@Ethan_Wintersss yakan wkwkwk. yang penting komunikasi kan. Masalahnya kebanyakan cowo kek gini mokondo. Bilangnya mau loyal sm yang loyal sama dia doang. Katanya kalau dia ngeluarin duit cewenya bisa kasih apa? memek? disamain sama lonte wkwkw. Padahal yg dicari emang partner ngewe :("""
70;2022-05-06 13:29:23+00:00;MomoiMomoi12;@DorraMungkin Kek lonte
71;2022-05-06 13:23:55+00:00;venadiga;lonte kok teriak lonte
72;2022-05-06 13:23:51+00:00;dantebravo47;@FWBESS Brisik amat lonte kabupaten
73;2022-05-06 13:22:32+00:00;Eni10312019;@ChusnulCh__ Buzzer ank lonte @ChusnulCh__ yg buat perpecahan, ank gampangan itu sprti @ChusnulCh__ maknya si batangan @ChusnulCh__ ank haram 🤣🤣🤣
74;2022-05-06 13:22:08+00:00;EXPLICITAREA;/ex ada yeoja lonte, sexy, &amp
75;2022-05-06 13:18:37+00:00;goddesofversace;@cookiesmantja Mkasih mbak udah kasih opininya, i mean kok iso kenal engga atau gimana udah bisa koar2 lonta lonte
76;2022-05-06 13:16:42+00:00;fahranjanuarr;Terlahir menjadi seorang jalang, lonte, psk, pelacur, gundik. https://t.co/xsgEBEGrJa
77;2022-05-06 13:16:31+00:00;4_mrizal;@ruhutsitompul ruhut aku mau kirim lonte ke rumah kau boleh tak? Kau tak usahlah bahas politik, ngelonte aja agar anaknya jadi idio seperti anak kau ruhut hahahaha
78;2022-05-06 13:12:59+00:00;13Sukardi;@YANTO_TENTAKEL Lonte
79;2022-05-06 13:11:40+00:00;gepreky;@gashapun @Adhicitta29 Jan lonte lo y
80;2022-05-06 13:09:56+00:00;KelvinTolikara;@DeathAd53097556 @PapuaPorNew @komsumsipublik @ViralTimika2 @Viralpapua15 @Aw91985303W @mbaksribohay @tiktokpapua @bokepviralmesum @lontemerauke @lonte_serui Cantik
81;2022-05-06 13:08:49+00:00;cookiesmantja;"""@goddesofversace Adalah lonte, pdhl kita tau kata tsb adlh untuk psk a.k.a yg jual jasa seks:(  Aku gatau apa cwe alter ini jual diri dan ga nyalain  cwe yg jual jasa tsb karna ttp pro kontra ttg opini itu"
82;2022-05-06 13:03:45+00:00;incoeherent;Kenapa ya gue gak suka karakter lonte mau itu au, manhwa, manga, dari novel dsb
83;2022-05-06 13:03:18+00:00;Pillowtalk___;@zomet13 @bob924382 Mau ketemu si nm lonte viral itu 😁
84;2022-05-06 13:00:44+00:00;walimuhammadmo1;@Bokep_Lonte_18 Hi
85;2022-05-06 12:56:15+00:00;annoyinggppll;@mikalodon Wkwkwkwk sange sewa lonte, modal kontol aja lo mo gratisannn
86;2022-05-06 12:53:53+00:00;PakKumi93921831;"""@toemar_loega @musniumar Ada apa sama ibu lu kawan? Lonte ko di bawa2"""
87;2022-05-06 12:49:28+00:00;Yuta_okkotsu___;@RPYARENA Sini jadi lonte gue
88;2022-05-06 12:48:45+00:00;as07_hi;@hatim_rakareal si lonte penipu
89;2022-05-06 12:46:42+00:00;SAM0YD;@iSZfullsun lonte teriak lonte
90;2022-05-06 12:42:27+00:00;jxqlin1;"Setuju 😭👍🏻 Masih inget banget gue baca di akun sebelah guee ada yg ngatain lonte  gatel segala macem skrg aja pada diem lo  makanya jadi orang rumor blom jelas jangan di telen anjeng https://t.co/mTwCFRo08P"""
91;2022-05-06 12:40:43+00:00;fxckmxsxlf_;@convomf dikatain lonte
92;2022-05-06 12:37:49+00:00;itsrandick;@f4irycel kau kan lonte
93;2022-05-06 12:35:23+00:00;acanamanya;ga sadar yang lonte tu anak nya apa
94;2022-05-06 12:34:49+00:00;sslutify;@aphrobec iya ketua lonte
95;2022-05-06 12:32:54+00:00;Nitaahaha_;tibo wayah mongso lonte tekoo....rusak yowes kisahe.
96;2022-05-06 12:30:56+00:00;BungaDesakuRose;@rudysarwa @Adiiiinnnnnn @JannesHutajulu @tatakujiyati Di lamannya sok agamis,  di tweet orang kek pelacur sebar fitnah sebar kebencian.. Haha hihi. nyinyirnya mnt ampun ky lonte.. Munafik sekali
97;2022-05-06 12:29:38+00:00;aphrobec;@sslutify lo mah maunya dipanggil lonte
98;2022-05-06 12:26:15+00:00;apaaloliatliat;Gw klo tinggal di jkt kyknya ud jdi lonte panggilan klo ga kucing
99;2022-05-06 12:25:46+00:00;nenenglacur7181;@Richi95_ Montok lonte ya tuanku
100;2022-05-06 12:25:37+00:00;gosahseriusbgt;@Slyther38997453 @mikalodon nyewa lonte aja kenapasi. kontl gausah bnyk milih
101;2022-05-06 12:25:04+00:00;MappaturungF;@KinsNatali bcot kau lonte
102;2022-05-06 12:20:03+00:00;abcdasarbacot_;"Mau tau yg lebih najis dri air liur 🐶 Perek lonte murahan yg mau aja jd selingkuhann."""
103;2022-05-06 12:16:22+00:00;rhereyaa;@killedbychiko lonte😅
104;2022-05-06 12:16:03+00:00;MDShohe91196482;@Bokep_Lonte_18 Nice
105;2022-05-06 12:14:45+00:00;jin_gook2;@micotean maybe i am gonna teach you some words. hahaha. okay once again,
#NAME?;;;
1. F*ck you = brengsek kau! / anjing kau!;;;
2. Son of b*tch (example towards women) = Lonte!;;;
;;;
oh my God;" i am so sorry.. hahaha""";;
106;2022-05-06 12:14:24+00:00;arik21259214;Namanya melly sw kerjaannya jadi lonte ! Stlh ketahuan jadi lonte langsung nikah ! Lonte !
107;2022-05-06 12:09:44+00:00;karkarlynlyn;@iSZfullsun SENDER KETIKAN NYA KAYA GA DI SEKOLAHIN IH JAHAT ,SENDER MEMANG MAU KALO DI KATAIN LONTE . KALO ENGGA JANGAN NGATAIN ORANG LONTE DONG 😋😡
108;2022-05-06 12:08:40+00:00;Vixtoruw;@supremaclee lonta lonte aja lu ah
109;2022-05-06 12:07:54+00:00;nikittiest;@jkeungdan gk janji, ak mw lonte pls lontong sate
110;2022-05-06 12:06:58+00:00;tioharimurtie;Yang beginian cocoknya disogok bambu runcing pantatnya..maklum lah mamaknya dulu bekas lonte penjajah https://t.co/LzD5o8uJSy
111;2022-05-06 12:05:05+00:00;TeknoCell17;@AbimanyuWay @bos_sir @msaid_didu @Mdy_Asmara1701 @marlina_idha @Mrs_RG57 @AniesIndonesia @anies_id @aniesmania Gerombolan Pemakan TAI, PENGECUT, BANCI KALENG, ini main copot Baliho sama kayak LONTE
112;2022-05-06 12:04:26+00:00;michieddaa;@kacangkam_codok @mikalodon Org yg nyewa lonte, sebelumnya mereka ga saling kenal kan, ga tau kepribadian masing2 ya artinya ngeseks mah ga perlu cinta
113;2022-05-06 12:04:08+00:00;jkeungdan;@nikittiest Janji ga lonte?
114;2022-05-06 12:03:56+00:00;sajjnieky;@iSZfullsun ketikan jaga nder, sini coba lo dikatain lonte mau ga? tangan lo bau azab
115;2022-05-06 12:02:11+00:00;sblhnllh;@tsukidatae APAANSI LONTE GADUNGAN
116;2022-05-06 12:00:20+00:00;Mahesam77176079;Lonte murah siap order https://t.co/RZYr2ncNEI
117;2022-05-06 11:59:05+00:00;salonpashottt_;@SandyF248 @ariwill57 @clairshxclay @Askrlfess Oke sandy, but lain kali klo beragumen tetap dipoin pembahasan jgn di luar konteks pembahasan sampai merembet lonte, fuckgirl, dan cwe” yg joget ditiktok. Thanks.
118;2022-05-06 11:55:19+00:00;haitanins;@mairearchy katain gue pencinta lonte lontong sate😍😩☝🏻
119;2022-05-06 11:48:06+00:00;giibsn;@chocoooolatteee @mikalodon ooh bisa dipake juga lu yaa, hijab lu tameng doang ngelindungin imagenya ya lonte
120;2022-05-06 11:46:08+00:00;TuanBabu;@JUNGKOOKPHILE_ *lonte
121;2022-05-06 11:46:00+00:00;cellerin_;Alter luar negeri tuh suka spill spillan sama saling berantem antar lonte ga ya? https://t.co/rXeCtNxc2m
122;2022-05-06 11:44:06+00:00;uarmydott;heh lonte! u pikir i gatau kalo u sering ngatain di sec acc? LOL
123;2022-05-06 11:43:14+00:00;toycranexx;Gini kalo kumpul yes, bahasannya dari lonte makanan haram pernikahan politik agama seks ini lagi apa bayi wkwkwk bukan main.
124;2022-05-06 11:42:18+00:00;gentayangan007;@Mdy_Asmara1701 Si lonte ngejilat bijinyA Anis 🤣🤣🤣
125;2022-05-06 11:39:05+00:00;_PR0T0N;@menuangi yassss we support lonte behavior💅
126;2022-05-06 11:36:50+00:00;menuangi;be a lonte https://t.co/vqDgcuhYYa
127;2022-05-06 11:32:47+00:00;Xolousvoyezeous;"Kalo seneng2 aja sama lonte, kalo susah baliknya ke kita2 Sampah lo NAJIS"""
128;2022-05-06 11:25:01+00:00;pjshhj;@jakekiths KASIAN JUJUR mana orang2 udah ngatain dia lonte segala macem:(
129;2022-05-06 11:24:09+00:00;wayangMebel;"@bob924382 Klo PKI mah cuma bisa gitu..kok bisa gitu? karena Lonte"" Gerwani menghalalkan segala cara tuk menjadi separuh Anjing.."
130;2022-05-06 11:22:33+00:00;awakazmi;Halal untuk dibilang lonte https://t.co/wO5ql9fML9
131;2022-05-06 11:22:30+00:00;lovingcrust;@Om__chang_wok Aemmhhh baik tuan,,, Dea seneng digagahin majikan seperti tuan aahhhh sllrrpp ahmmm keluarin di dalam tuan,,, hamili pembantu lonte macam Dea sama pejuh perkasa tuan ssshhh aahh aahhhh oouhhhh
132;2022-05-06 11:19:40+00:00;lovingcrust;@ragageni44 Oohhh oooohhhgh Dea juga udah gatahan om,,, memek anjing betina ini udah gatahan,,, aaahhnggg keluarin di dalem om hamilin memek lonte jilbab ini biar diisi anak om aahhnnhgh zinahi adek terus ooohhhhh💦💦💦💦
133;2022-05-06 11:19:35+00:00;7_rilv;@KejutKucing Bacot lonte mati aja Lo nying
134;2022-05-06 11:17:25+00:00;mbale_lo;Ninggalno sholat ae iso, mosok ninggalno lonte koyok dekne direwangi adus banyu moto. @ Malang https://t.co/QPZhXp6toD
135;2022-05-06 11:12:34+00:00;hi__ayu;@FOODFESS2 la lonte
136;2022-05-06 11:11:59+00:00;lovingcrust;@ragageni44 Emmmhhhhh ommm aaahhhhggg jambakin terus ommm genjotin terus memek Dea pake kontol om yang binal ini hhnnngggg keluarin di dalem, hamilin lonte haus ini om ooohhhhff
137;2022-05-06 11:10:12+00:00;Nywanwan22;Ombom said: lonte mana mau dibilang lonte.
138;2022-05-06 11:05:54+00:00;bermudark;@assatione lontemart jual banyak lonte ya?
139;2022-05-06 11:05:48+00:00;ragageni44;@TiffannyChenn Oohjj Sshhh yeaahh sepongan lonte cina bikin kontol om ngiluuu tp enakk,,mata om terpejam menikmati isepan kamu
140;2022-05-06 11:04:00+00:00;ragageni44;@lovingcrust Ayo menggonggong anjing betina jalang,,plakk plakk tampar pipi kamu,,sambil trus genjot memek dari blakang jlebss Cleppp blezzzxx Plokk pllookkk,,oohhh Sshhh Uuhhh memek lonte hijab enaakk,,Lalu Om raih wajah kamu trus om cium bibir kamu mmuu
141;2022-05-06 11:02:10+00:00;lovingcrust;@ragageni44 Aahhh enak banget ahh aahhhhh enak banget kontol om om aahhhh terusin om entotin terus memek lonte jilbab ini sampe puas om ssshhhh keluarin di dalem biar jadi anak om aaghhhhh uhhhhh
142;2022-05-06 10:58:42+00:00;coffeecrushhh;@yourfavdrkchoco Ajg lonte Jawa wkwkwkw
143;2022-05-06 10:56:49+00:00;yourfavdrkchoco;Ngobrol sama lonte jawa yg lagi mudik ke lampung wkwk seru juga
144;2022-05-06 10:56:48+00:00;AbdilahRamadhan;@riverdflows @GOAL_ID Timur Lonte :v
145;2022-05-06 10:55:31+00:00;lovingcrust;@Om__chang_wok Baik tuan,,, zinahin Dea gimanapun yang tuan mau,,, ahhhh aaahhhhh Dea memang lonte syari punya tuan,,,,
146;2022-05-06 10:51:33+00:00;ragageni44;@lovingcrust Om ludahin memek kamu cuihh cuihh,,Lalu Om sodok memek kamu dari blakang jlebss Cleppp blezzzxx Plokk pllookkk *maju mundurin pantat*,,oohhh Sshhh Uuhhh memek lonte bikin kontol om ngiluuu,,Lalu Om pukul pukul pantat kamu plakk plakk plakk
147;2022-05-06 10:49:50+00:00;clownyxxx;Mau lonte deh. Udah pada jualan kan ya?????????
148;2022-05-06 10:49:41+00:00;hayen_i;"Yg kemarin overhate ampe ngatain lonte, hypersex, murahan, maju lu sini anjg. Lu tuh yg pembully, bukan Garam. #JusticeforGaram #WeLoveYouGaram"""
149;2022-05-06 10:44:20+00:00;801reve;oh ini akun bodong yang bilang garam lonte? https://t.co/LXdwd9FXt9
150;2022-05-06 10:43:33+00:00;cheetaxx_;@Wilhan_M_isa Lau kalii deket ama lonte mah🤧
151;2022-05-06 10:42:49+00:00;AmelAmelsange;"Apa si yang kalian sange sama aku? Kalo mau lecehin aku DM aja #pejuhinaku #slavewoman #SANGE_AAAAAAAAAAH #lonte https://t.co/PafxQlqLEx"""
152;2022-05-06 10:42:40+00:00;sgetvou;@assatione tempat jual lonte?
153;2022-05-06 10:42:25+00:00;njdraa;@Slyther38997453 @mikalodon Gk mampu nyewa lonte ya?
154;2022-05-06 10:40:10+00:00;NengChomell;@selapijatriming 🤣🤣 Sean Ceu,beda lh dia artis gue bekas lonte 🤣🤣🤣
155;2022-05-06 10:37:08+00:00;clmown;"@mlbbfess pernah seteam, segitu gua guin mvp gelap, dikatain tolol bego lonte yatim wkw sampe di album ngomen gua lonte sm ngatain ""yg kek gini cantik?"" pdhl ga nyebut konteks cantik aw jd enak ngeliat ketololan public"
156;2022-05-06 10:36:56+00:00;ragageni44;@TiffannyChenn No,,kamu lonte milik banyak orang,,bukan lonte milik pribadi
157;2022-05-06 10:36:23+00:00;xxvoidant;aduh maaf kasar tp emang bener dia ky lonte, engga dia engga kakaknya sma2 ngrusak hubungan orang 😃
158;2022-05-06 10:35:35+00:00;SibuaRini;@wayofyew Mamak kau tu dlu lonte
159;2022-05-06 10:35:31+00:00;xxvoidant;aku tadi habis nguping tanteku crita, sodara jauhku yg suaminya selingkuh sm tetanggaku katanya udah nikah siri 😃 emng tetanggaku kya lonte
160;2022-05-06 10:34:55+00:00;nanfakfak123;@Ciptady1 Lonte yg suka telfon sy pu laki ni
161;2022-05-06 10:33:32+00:00;ragageni44;@TiffannyChenn Cuihh omongan lonte ga bisa dipercaya
162;2022-05-06 10:32:53+00:00;dosolllswag;@imaaaaaer banyak lonte lonte
163;2022-05-06 10:30:36+00:00;ragageni44;@lovingcrust Jangan munafik kamu lonte bejatt,,lidah om naik turun dibelahan memek kamu sslluurrpp crriupp sslluurrpp,,Lalu Om gigit gigit bibir memek kamu Mmpphh Mmpphh Mmpphh,,trus om jilatin lobang anus kamu srriuupp srriuupp srriuupp,,sambil om colok 
164;2022-05-06 10:30:25+00:00;dantebravo47;"""@FWBESS Yaelah kalo emang niat pengen ngewe lo kasih aja noh ke lonte lonte kabupaten Pasti juga langsung doyan tanpa babibu"""
165;2022-05-06 10:27:46+00:00;Muhamma70858126;"he org tulus ,jangan jgn sombonglu jgan hina orang lu lonte aja kamubangga sombong lagi"""
166;2022-05-06 10:23:23+00:00;ragageni44;@TiffannyChenn Pantat lonte pantes untuk dipukulin
167;2022-05-06 10:22:44+00:00;ragageni44;@lovingcrust Uhh Dasar nakal,,om jilatin memek kamu dari blakang slurrpp crriuupp sslluurrpp,,sambil om pukul pukul pantat kamu plakk plakk plakk,,Uuhh memek lonte asin asin gurih
168;2022-05-06 10:19:45+00:00;arsyasekai;"member bajak laut yang beneran kaya ""lonte"" tuh siapa ya? sekalian yang cocok jadi daddy nya dong. aku kepikiran bikin a few tweets au, si boti lonte x si top daddy, isinya full kaya sexting sih anjir gapapa udah kelar puasa, lebaran udah lewat juga. saatnya menyebarkan dosa"
169;2022-05-06 10:11:57+00:00;BTrg58;@msaid_didu Ada yang dipenjara juga sih, ya walaupun katanya berilmu agama tinggi ga jauh dari kata kata gak pantas seperti yeee goblok, lonte dll. Dan ada juga kaya yg ini ditendang dari bumn jadi tukang nyinyir terus. Wk wk wk
170;2022-05-06 10:11:16+00:00;wahyub46us;@fitrarahadianTS kelingan jaman kyt dj maru. jarene koncoku cah yojo, sing duwe lonte
171;2022-05-06 10:10:21+00:00;Tpayt0w;@larysanana Namamu ganti 2 terus lonte
172;2022-05-06 10:09:57+00:00;xontolodone;sayang nya si lonte gatau di untung @cryinovrayza https://t.co/bfFbgGhrzA
173;2022-05-06 10:09:01+00:00;tudoongsjjang;mending jadi lonte sekalian dibayar deh drpd pacaran sex doang dibayar kaga miskin iya wkwkwk tp urusan masing2 si mau pacaran gaya apa tapiii kalo gini gausah bego kan sama2 mau. https://t.co/fcAZCOMKZJ
174;2022-05-06 10:04:23+00:00;xyimoogi;Perlakuan papaku tu gak ada yg baik. Pernah ngatain ank sndiri lonte,anjg , iblis , goblog bahkan pernah gampar aku. Klo dia ngatai smpe sgitunya ngapain dia pnya ank?dan aku sendiri pun gak minta di lahirin☺️
175;2022-05-06 10:02:37+00:00;fabian_shakti;@JinTogel Anak lonte
176;2022-05-06 09:57:32+00:00;dxysoo;@vyeolzs itu merk saosnya lonte ya piw?
177;2022-05-06 09:56:11+00:00;hoooniiez;@nikittiest lonte apaan yaaa?
178;2022-05-06 09:55:07+00:00;ragageni44;@TiffannyChenn Om semakin brutal sodok memek kamu dari blakang jlebss Cleppp blezzzxx Plokk pllookkk,,oohhh Sshhh Uuhhh memek lonte cina emang bikin nagih,,Lalu Om colok colok anus kamu pake jari clepp clepp clepp
179;2022-05-06 09:50:43+00:00;oreocapadocia;@lowbatreyy Dasar lonte bitch !! Pelakor syaland mati aja lo, awas aja hari kenapa napa gua santet lo bita bitch
180;2022-05-06 09:49:13+00:00;biemky;"gue tim hayo aja, sampe tmn gue bilang ""beby seperti lonte diajak kemnapun mau, bahkan kalo udh mlm gue tetep mau main"" https://t.co/W80CZgwX8V"
